"uniprot","protein_names","gene_names","wt_1_t24","wt_2_t24","wt_3_t24","wt_4_t24","wt_1_t36","wt_2_t36","wt_3_t36","wt_4_t36","ko_1_t24","ko_2_t24","ko_3_t24","ko_4_t24","ko_1_t36","ko_2_t36","ko_3_t36","ko_4_t36"
"P43407","Syndecan-2","Sdc2",11570.3023574452,10373.2524638507,16774.8055860972,15660.6967403091,10882.8387100548,10742.6972737502,17122.4688400293,19031.9734897769,15618.3964147791,12128.0721426665,11915.6918123315,15063.0977684135,11525.8415906522,13025.9683207416,13100.5982463855,14033.8301686853
"P43883","Perilipin-2","Plin2",26653.0374094293,25339.1731987151,24194.5782347585,23743.9083240283,23420.2882046409,26361.6263444044,20832.1231524675,24689.0451234314,17301.1643817248,19640.7130239038,16857.9679940831,16290.2002699824,17603.5017601591,19263.2497395502,15851.261243765,18460.1726849349
"P45376","Aldose reductase","Akr1b1",1147649.20432433,1141377.269196,1430792.24116711,1154233.82890308,1141148.27892196,1128331.13368537,1387491.67948845,1157674.5333702,1313878.83223092,1313242.67859343,1188926.25279372,1285866.61629769,1409899.07254074,1337399.37210603,1233926.30036008,1295286.28404651
"P45377","Aldose reductase-related protein 2","Akr1b8",638281.014559772,622495.628766929,700566.136848926,596357.649620903,621215.531249695,606708.146778791,679586.552323314,602015.237206151,671432.667673906,705672.009660888,742936.97295025,705687.578816071,686036.604436086,692333.854296313,744076.969645776,708627.19475984
"P45481","CREB-binding protein","Crebbp",10521.0444751716,10125.8776098235,8002.83655484423,8491.36771217285,9488.48347218927,9282.18309413937,10276.8384572415,7837.11409029345,10229.4144892614,10791.4882280887,13122.6291330088,11373.4990305883,11640.1191243941,9348.47070276525,14235.0581590159,10697.078213971
"P45591","Cofilin-2","Cfl2",1222806.5374466,1196559.89939384,1188311.0113088,1181254.97064366,1226183.16413463,1183677.1674724,1184680.12884304,1093081.10136122,1291194.46012748,1177795.36029014,951571.701684362,1051846.56152215,1256005.32710164,1189335.16527022,922442.630554457,1107947.77286329
"P45700","Mannosyl-oligosaccharide 1,2-alpha-mannosidase IA","Man1a1",91216.3499325243,90977.2562113016,96036.335674168,111091.588961468,92553.3787830119,104462.694835059,99095.2639862375,115756.326130817,136386.69394843,91780.4658741931,178241.05168056,99588.0737970866,144208.724454471,98446.4797374847,188131.268844532,96664.7222803336
"P45878","Peptidyl-prolyl cis-trans isomerase FKBP2","Fkbp2",107031.023598805,105866.130238065,147334.119514462,147333.563895235,111774.33530239,110392.321162842,151545.846120045,141271.009954518,172574.454100345,154495.129858397,195792.054243207,157460.880965671,173339.972430845,157409.170985421,190011.978096854,164544.471799715
"P45952","Medium-chain specific acyl-CoA dehydrogenase, mitochondrial","Acadm",636590.247268923,615692.82028118,621090.427756564,624745.619542914,654551.73651532,662857.072738751,629100.89222351,623946.960632455,704609.592983002,821926.698521582,761985.634961913,831911.239007008,710082.502160945,829773.205082091,759484.705338592,847428.398396161
"P46061","Ran GTPase-activating protein 1","Rangap1",415994.202605385,397410.279816122,436341.913429974,502940.20045162,410408.538450427,386244.661322278,440754.722381195,509548.153658416,438088.842924106,447231.711378795,462737.615250431,466226.402306373,436197.346292848,429158.273868973,470941.6655038,434761.310390527
"P46062","Signal-induced proliferation-associated protein 1","Sipa1",53993.2899112684,55725.051101725,60172.8263306127,63339.869333766,51872.1836448199,58098.3481558241,61644.2449773296,65809.6356469759,64987.0140881769,68135.9641960411,78889.4561924946,71324.2964995494,68700.7963472892,70728.9303488846,79151.7106240433,71102.6567326525
"P46414","Cyclin-dependent kinase inhibitor 1B","Cdkn1b",52594.8617390949,49838.3026222961,57635.187592269,68228.9085981122,53480.7075096291,52037.0475116813,56438.6826842303,68921.9152219822,75398.7284405241,84408.3835308177,88725.0654367488,80196.9523407072,78613.4200866182,79418.1690591068,85862.9260469,83879.3156502517
"P46460","Vesicle-fusing ATPase","Nsf",966071.705463166,950576.528920526,818431.520147957,765224.014405129,930865.411876397,923979.017832238,805094.712997793,778581.745236893,766278.089654011,793670.173061706,706141.535898945,777873.127155826,748917.817377569,789824.798299925,686549.392515939,784994.72473387
"P46467","Vacuolar protein sorting-associated protein 4B","Vps4b",409787.450421557,405514.383106909,407255.639722206,421824.204915209,403775.63667082,420415.752202009,425104.463969658,422544.528356401,438154.833824771,405396.379291533,477538.014511291,404259.798785426,439416.163493245,424073.771798827,483855.198551826,411055.009562392
"P46471","26S protease regulatory subunit 7","Psmc2",1443806.18462473,1448560.14782709,1385661.66526289,1493522.63978578,1407819.84774511,1429041.01551859,1385220.66407227,1439081.57824652,1483227.98106128,1436763.81792662,1532506.94992083,1406296.77734693,1472180.32843008,1393854.87785041,1560586.38867776,1404257.7881168
"P46638","Ras-related protein Rab-11B;Ras-related protein Rab-11A","Rab11b;Rab11a",860415.11204918,858249.01829766,821127.880826981,746330.243312591,833884.074139697,847757.787549127,798350.78460973,756972.710790479,728902.493290134,732999.996900949,707237.86177012,740562.578121638,733252.272127116,743327.903506727,715635.013680185,746554.776738433
"P46656","Adrenodoxin, mitochondrial","Fdx1",14698.7672543202,11218.1919479947,17313.1215656328,14403.2148133934,12177.7907877355,12788.4665303657,16843.0352040379,15829.5635445256,16713.8453658104,16105.4528291952,14326.6298665312,15206.1215397113,13146.6779442249,14843.2394916749,15597.8180717944,16299.4877017064
"P46662","Merlin","Nf2",110118.037426614,116337.043981186,138853.013407036,142707.37620424,117178.252556075,120669.340976295,139025.639390815,142094.423213547,120499.384613443,129356.448329276,128093.93169816,128887.218830322,124333.956711192,128865.828329566,131991.594799297,125654.641448024
"P46664","Adenylosuccinate synthetase isozyme 2","Adss",572526.529209834,601339.925104809,516496.493473438,567233.695293507,560832.629762867,584826.658759314,525690.698946521,553300.328448993,512485.334560788,492423.410976214,551569.376687142,494768.972317527,497259.641822272,457666.55099331,542187.357179982,464965.911920102
"P46718","Programmed cell death protein 2","Pdcd2",20041.5918934045,20371.0615470018,18593.4148100346,21755.6990231942,20002.6268244676,20425.576879238,18614.4272286623,22642.7519026819,20292.2019543449,17022.0648700402,18325.2827091645,17169.0709805655,18545.3391007487,18630.3168956458,20578.1775463914,18935.0485054247
"P46735","Unconventional myosin-Ib","Myo1b",2463284.3201266,2596662.92086695,1013143.18279917,1127317.82779184,2405375.74345461,2553518.26677392,991150.119463783,1083467.19520175,628711.808356202,683455.241979443,739755.670199073,688213.805018393,622707.804487447,648493.173515622,741713.511494463,669137.521266478
"P46737","Lys-63-specific deubiquitinase BRCC36","Brcc3",130821.755607467,141377.305897951,124654.092810049,133686.310206802,128835.532250479,143235.963650002,125527.908634619,136319.40319414,127519.166671633,131690.57192771,130541.087660604,147241.936146863,125495.778304234,134537.678052643,133118.008896944,134977.203608166
"P46935","E3 ubiquitin-protein ligase NEDD4","Nedd4",3172315.76467637,3292920.06209773,2248401.4669236,2432954.16294564,3312203.66386813,3421605.28414153,2227372.42427416,2424618.23165481,2056028.99882945,2341449.67980144,1875500.32961696,2415754.40954968,2082708.0524462,2218333.18767324,1781444.00996643,2251286.29108518
"P46938","Transcriptional coactivator YAP1","Yap1",638433.729024752,637466.961078368,687218.195331489,730948.169240035,612034.293908986,616931.640447382,702523.808026785,680851.493155093,627754.940296566,703244.180370546,560379.13815194,670729.667179316,623812.487313619,706097.075417226,557836.467322294,703715.979037406
"P46978","Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A","Stt3a",622507.791962557,619686.893445161,606088.335893485,590595.943133028,599780.595253473,600188.662334632,595944.067147207,620308.364204042,575052.957253351,565386.070175441,561406.943656166,591496.570688659,573178.016738144,580246.882798229,530349.951885958,585346.932414265
"P47199","Quinone oxidoreductase","Cryz",220028.819507898,219686.908125942,154218.444652395,188790.514044304,219229.151462202,230858.262788662,163829.077327586,185412.636962204,165472.183416324,199235.338394805,181549.606541784,206171.875538083,177034.946021833,198023.822866433,195774.793078567,205071.374058883
"P47226","Testin","Tes",1430389.12805863,1446112.16750078,888709.005931025,1022282.3390804,1381342.46053224,1397567.64233989,860625.976913556,970514.925034111,806648.023135541,819115.527764344,620892.410791251,772794.746870617,758326.667655652,790403.379569977,579600.396851834,750116.345392107
"P47713","Cytosolic phospholipase A2;Phospholipase A2;Lysophospholipase","Pla2g4a",829632.23917965,785350.741001514,1963562.51434161,1732717.57153605,878263.066836765,830982.69374946,1861541.46266694,1642709.45176319,919583.200760311,1808775.41480113,712122.385071157,1700013.71057718,878718.049452748,1782556.2947302,682948.89031096,1810276.61463558
"P47738","Aldehyde dehydrogenase, mitochondrial","Aldh2",1204371.71988831,1201842.38325588,1883532.23461314,1562810.31452135,1259257.30652341,1199413.85406175,1836757.77269031,1466343.23344411,2010577.76599676,1524165.67237893,2390577.71659214,1594196.84789966,1997761.75236472,1484323.94916749,2258460.26578254,1447246.54660325
"P47739","Aldehyde dehydrogenase, dimeric NADP-preferring","Aldh3a1",27826.7571545609,27501.1263500571,21672.2379967213,17018.0622650986,24959.2298573207,26691.3473967527,25150.0146372405,16885.5354131995,37713.7997297824,17681.4121931015,49700.7587348494,16552.4105173615,36684.0406439324,15510.3612288096,47622.1731586521,17571.6550313343
"P47740","Fatty aldehyde dehydrogenase","Aldh3a2",716230.840755967,736081.91590776,840337.060274353,685390.734546675,735429.762302076,728116.148554178,821189.300512497,689152.388982603,738933.110191144,759978.717471171,716742.615528252,758388.729326861,745137.135636274,760667.808842501,723992.603993978,756652.1362899
"P47753","F-actin-capping protein subunit alpha-1","Capza1",364813.040484961,373819.479934672,330428.48349541,329058.627647838,372409.42130704,374308.331018111,333306.071255424,340025.167154235,343004.203929093,359829.856926482,353956.638407877,348895.089635251,348203.645311582,364094.180136861,350495.815205386,350708.290163833
"P47754","F-actin-capping protein subunit alpha-2","Capza2",1252694.93987839,1274805.08108693,1236883.749782,1151500.17254022,1302633.2309677,1266000.37826975,1239381.97843289,1162904.32028566,1214809.99260828,1203521.8320685,1195386.74453457,1199534.15144914,1246006.04289923,1188546.19081106,1192188.63513476,1168969.31579623
"P47757","F-actin-capping protein subunit beta","Capzb",10865.4158067517,10224.3120613338,14303.1416303254,13666.1790017146,10445.4648052415,10198.9782760717,15120.0256817582,10866.1623802287,12828.6310891858,14027.7420786183,18095.2500486947,12295.8987150446,12293.4056922853,13464.2874647198,17238.158601493,15683.3988082814
"P47757","F-actin-capping protein subunit beta","Capzb",2105714.30855211,2103974.66992941,1919483.71033346,1817145.4968967,2085207.20115017,2034635.81848426,1944779.11466016,1791480.1986986,1947556.45586212,1908955.31814999,1865613.81952869,1735666.01298762,1969382.83148548,1935529.67597856,1923553.21710709,1921872.43245068
"P47758","Signal recognition particle receptor subunit beta","Srprb",289666.615538756,297558.450716594,311649.574369159,308514.14867465,287302.242886965,292156.403884321,296130.536290479,323100.686519324,274233.436574063,267078.259336152,244441.51477659,262666.265200683,273342.337582823,259397.269406249,225926.484728086,242274.145574623
"P47791","Glutathione reductase, mitochondrial","Gsr",220716.034600308,222611.600410535,259261.772382026,301616.923389895,234943.887422332,225751.868568853,277794.555299801,306064.933822383,313118.574790641,277573.296829841,347329.740061579,277082.646785837,308635.049253448,284907.443585775,349107.912120785,276602.668703188
"P47802","Metaxin-1","Mtx1",141337.237338944,129987.755327115,142352.545352152,146702.72011919,136100.999594898,133901.003986116,144002.125346282,147557.881459268,149172.430952184,145107.523269074,164067.124346085,154175.479842383,148856.010826642,140437.453730588,151281.436221504,147074.040298537
"P47809","Dual specificity mitogen-activated protein kinase kinase 4","Map2k4",274351.536336481,278902.263808708,231963.510897582,221016.116937253,281636.262756429,274567.712682755,222352.157204671,227618.13009055,216359.416691265,220063.55809616,231070.254597797,222308.68799537,217279.684154607,210708.77889316,226006.942877918,192874.563511566
"P47811","Mitogen-activated protein kinase 14","Mapk14",230282.505013695,228886.160510079,210765.526410363,239205.445813208,233732.976198262,234230.409914951,229708.272357097,234739.542060532,263848.118581982,237254.293211635,268736.879171733,240849.958057081,267437.998339491,237779.369225248,284429.616924635,234938.563821268
"P47856","Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1","Gfpt1",839035.086951987,843483.83169791,750267.139719727,789837.435733806,824341.370761952,802249.859187681,732550.581420781,789608.806584162,610622.052711536,582074.202034318,564314.16493955,601715.515507467,588224.558680828,576556.235605934,534242.114884078,560603.402820323
"P47857","ATP-dependent 6-phosphofructokinase, muscle type","Pfkm",436108.879278458,448663.257384886,372002.158078373,385824.053428926,452519.331765095,458494.251656648,375724.689637735,396161.922448859,382615.242052981,365239.230959349,384536.299314575,389014.293888401,382258.350366669,375376.514902858,398197.440786997,364292.237976265
"P47877","Insulin-like growth factor-binding protein 2","Igfbp2",75891.4533717863,55927.3315813202,137600.44869444,185520.640471806,68991.2151588345,61939.3843111022,131383.178816349,142194.568069375,284486.772764815,118111.765300324,99442.6296898679,82151.6105484428,270771.09307363,116908.482081843,81416.6075418124,80686.4005940637
"P47879","Insulin-like growth factor-binding protein 4","Igfbp4",15155.8198316531,17256.9728897946,25699.5682024123,23194.022832576,16641.8963451274,17705.3781973646,23409.2319508342,21296.3599521071,14764.6391374317,11798.3984811358,18387.929901803,11906.2107584653,16899.7426148653,11373.5051479441,19787.6762242926,13651.4301658698
"P47880","Insulin-like growth factor-binding protein 6","Igfbp6",519.392796915058,793.158490958545,5951.40327936706,1002.88386729793,734.209796777371,710.120687401057,4038.85271155873,1259.93361270873,2699.19277415355,2093.38507403291,3683.85060403243,2219.14849361664,3300.04952713149,1972.9622164835,3199.82071703175,2573.95185335669
"P47911","60S ribosomal protein L6","Rpl6",1314871.54347737,1281324.43921911,1141841.81662775,1227832.26944163,1213802.95236616,1275313.92747569,1175793.54677971,1259711.0142526,958765.29802988,888585.520265183,804947.905038577,921943.666634783,923686.258980187,902586.781279735,851548.943283789,942978.412171555
"P47915","60S ribosomal protein L29","Rpl29",667144.048440983,649745.515030865,597961.007605647,636248.004392795,606052.030996044,660737.437402226,605590.945675959,656894.618199825,521319.866387253,474815.259596786,500639.166796761,487918.340953194,496259.71340203,491048.936998683,534392.973915013,542570.618373829
"P47930","Fos-related antigen 2","Fosl2",39743.9395110321,36427.2356662059,60831.6180000622,73340.8459966609,38219.6114259784,38968.1039822401,57308.5803284299,76386.0451430196,48487.6391495263,60416.3189226798,53784.5726049757,60805.8308843279,50528.7638567641,56992.0083766105,53567.0247043595,59138.2854027333
"P47931","Follistatin","Fst",113455.939304033,115172.320710141,45007.2317455074,34877.2495649235,109668.795636656,109717.891737584,46109.5121326158,37870.33359162,47573.6651753224,38986.6790532608,49919.0450466994,37177.8893042886,52008.6579187217,45090.7669793167,53550.9330743931,44702.0604598435
"P47934","Carnitine O-acetyltransferase","Crat",109965.322961634,108851.377825466,118563.377375516,92931.6994617284,106171.611728335,113122.15455079,113935.856032004,104916.20184776,113529.095730751,112957.952245387,118256.364729136,103533.664357452,110934.915879953,114059.407645985,116191.62562605,120620.957750832
"P47941","Crk-like protein","Crkl",396043.148573361,408091.204503026,341625.073407243,328596.008878739,402673.165257861,403704.889776176,343999.591671635,325615.435121224,336487.60248847,362888.069962387,363020.904092769,384060.282099973,356850.645364719,361534.396336029,376544.141213477,364704.630136164
"P47955","60S acidic ribosomal protein P1","Rplp1",440810.303164627,442143.89925271,436074.18967461,509858.453862243,438340.826462367,436441.479973613,454548.672539502,517693.268599083,460632.984363629,460819.036705446,483088.164234114,468537.583538213,455729.281434902,460200.035645503,494646.647898035,458555.08834349
"P47962","60S ribosomal protein L5","Rpl5",1704729.75621905,1688848.74301499,1639425.53909726,1849318.52947498,1644399.36898503,1664770.15748967,1664654.30006375,1918775.43766203,1612075.21460879,1642064.47019765,1695487.53701959,1706853.97790011,1604456.57373633,1605563.02439184,1688313.70153596,1690557.92094368
"P47963","60S ribosomal protein L13","Rpl13",1039898.2411049,1035817.78070407,959311.584845607,975168.823072798,969361.544820708,1004771.38088654,959217.667916205,972451.05891345,781332.263868108,739687.17582347,713463.426538577,770338.4690592,772630.405629014,779550.597565078,734251.01809755,797353.992798723
"P47964","60S ribosomal protein L36","Rpl36",149791.073793191,158577.588717031,149103.008612403,177025.277621071,149167.996833741,154808.316169109,149334.074584282,172260.279230143,150591.235316472,152024.707071733,156735.445082603,152195.947935292,145837.179310293,152473.697424227,156591.674110412,156833.988082814
"P47968","Ribose-5-phosphate isomerase","Rpia",28039.4665879259,30009.6619791769,33962.6706804704,32594.6465019351,30517.6738418385,30478.857407169,34706.052549345,35397.8683732918,35296.0581066855,38153.5502652066,40065.8162795155,38839.2451404498,38581.047704048,38118.8626752008,39157.975796332,38742.3689126965
"P48024","Eukaryotic translation initiation factor 1;Eukaryotic translation initiation factor 1b","Eif1;Eif1b",541503.676466764,505945.997020563,627123.773814947,685233.023602664,542714.144656449,501978.891742321,653193.403595214,651609.195253354,649102.996661544,605790.260786291,590714.083462394,569058.421061154,632373.77921645,606695.059945869,559898.207411738,587058.984714452
"P48025","Tyrosine-protein kinase SYK","Syk",90117.8966022757,85344.3246393902,97049.8613194748,66176.5635133802,85968.3712533126,84968.472876415,89569.8354123512,60299.4431352024,95257.865109258,100946.586282642,78742.6268347479,107827.486708803,89390.7438312609,91529.8036455101,65571.3806592848,99698.928838621
"P48036","Annexin A5","Anxa5",3611260.76973302,3319203.64033812,4776574.25820264,4231594.90907836,3621347.49204298,3358658.53778413,4791743.78835006,4128527.31753504,4866746.43538371,4581782.39933495,3663000.93082444,4076281.12239901,4813274.48993088,4609890.10104664,3563592.02874389,4156288.13517636
"P48193","Protein 4.1","Epb41",16354.6283817457,17258.2613004926,18450.9475259301,18627.765300306,16840.7026654971,15871.5724744016,17464.1085504642,18179.6294946197,20824.2535909527,18138.0144736711,24018.3463401938,17406.4075285885,21011.8292040114,17909.7202229458,25396.6149944517,16403.210578287
"P48410","ATP-binding cassette sub-family D member 1","Abcd1",13626.4935466396,15513.7532153215,15691.4805331419,14329.6163728549,16264.164336425,15994.6826075836,14667.7973945353,15326.6138241457,16864.7995510805,13676.7716689268,17455.0740489194,13929.2716394302,16623.5719083223,13421.3321886099,17680.6784255687,16776.8628686198
"P48428","Tubulin-specific chaperone A","Tbca",463946.544609089,439657.266605457,549512.569447442,523957.812256842,454091.709026201,453002.469193834,520951.188512743,516224.477380274,542585.434126399,532256.848736352,545226.348432488,508159.313804241,543094.455980588,530374.930596399,533105.643517702,524212.918892263
"P48453","Serine/threonine-protein phosphatase 2B catalytic subunit beta isoform","Ppp3cb",72431.3799223834,73472.9084674798,74954.0460955168,71347.3796643598,75159.6330808501,75655.9941933704,77577.8866168863,68441.2199140084,82785.5848836606,97326.1390952902,83511.6443743585,99340.3732076652,88034.650430857,97797.7674043971,80931.847189075,100357.506621248
"P48678","Prelamin-A/C;Lamin-A/C","Lmna",6506727.02575288,6601945.25792118,5784649.81277528,5643002.71734899,6563771.4000235,6693230.31038048,5814589.38383973,5680438.76668096,5838050.00453985,6291485.3416916,6344007.11703941,6305586.42719174,6000237.14039679,6254112.87393734,6515199.25532859,6459185.92990951
"P48722","Heat shock 70 kDa protein 4L","Hspa4l",524279.666452239,499297.797818582,594145.944091709,630538.868219591,519047.155881531,503616.79177509,589822.199503577,623691.034889784,697383.589360235,701446.734825767,636935.965281033,689001.47216467,699254.705838899,667121.737134692,620694.396878497,661314.566960515
"P48725","Pericentrin","Pcnt",32050.4029288636,32983.3138702957,30820.7411800192,35323.0458333284,32245.4814988695,33817.818323644,33626.8265276535,36044.3590536918,36780.0284853792,36273.4733375628,44739.8841677833,35211.8306510148,39896.1916548611,31665.928237555,43056.1731556895,34046.0969826948
"P48758","Carbonyl reductase [NADPH] 1","Cbr1",561891.057541587,578019.691469952,635566.633671607,501552.344144322,593111.546870163,600038.789129019,623541.841443892,504151.458649914,548376.135659712,529684.201558516,617485.969691529,526192.745837432,563016.839362926,530646.688465666,641452.599535137,525012.709747825
"P48759","Pentraxin-related protein PTX3","Ptx3",16438.6213374846,16263.6082415915,11091.4127222257,16144.3436352767,16760.2764722566,17861.6745403609,12137.0963024993,15106.2951413243,13468.7428256318,9307.53081623755,15593.2777926921,9341.83619768545,12187.6989735741,9238.01427848276,16609.579305931,8635.11680428383
"P48760","Folylpolyglutamate synthase, mitochondrial","Fpgs",32582.7219210794,31966.7578295276,37839.8843519036,38948.2947329985,33667.8503546053,34576.8190577834,35671.7278002272,38227.5169107394,33268.4876837676,35098.7447090078,37034.2794732401,34834.5795441136,37023.0639940334,37451.7409380661,35690.2295385754,36690.4054988959
"P48771","Cytochrome c oxidase subunit 7A2, mitochondrial","Cox7a2",184010.02212477,184770.978208559,205315.435676166,186193.540499587,174615.20584106,185286.103053381,201636.547017034,181985.45745165,208127.051833364,200351.287998436,228231.553681362,208337.960190346,202956.899925622,192045.149742572,223371.938470922,201484.811940974
"P48774","Glutathione S-transferase Mu 5","Gstm5",563494.559423877,567416.071424931,435557.865289265,438846.472805481,587834.14272944,545827.509613054,459801.629936939,477423.909350075,425954.766064415,432332.506365433,456003.042041785,471636.43191633,465985.690088238,462602.024554503,485816.365953979,447532.970615279
"P48962","ADP/ATP translocase 1","Slc25a4",1817193.05150071,1732654.70674897,1487492.30792815,1363989.38443794,1832903.90729919,1694209.53716363,1473790.26530349,1400581.44478381,1460543.60895785,1272864.04408037,1327239.50779104,1322140.76119204,1432945.04184536,1282171.15996478,1265103.83341996,1185202.57081771
"P48997","Involucrin","Ivl",1230224.0971742,1280448.31994443,359208.787197047,419921.15952414,1076445.85829256,1134540.16648933,354159.917164046,410883.216255556,275949.199991341,255433.197441775,284574.872560669,257639.705122466,273685.170184049,255890.716254424,277490.10150163,253183.792713771
"P49070","Calcium signal-modulating cyclophilin ligand","Camlg",45311.4725771583,43094.7610286582,39071.4136265783,36175.7363372821,41403.223547171,42601.4586954547,38496.6734983602,39984.5027702084,38438.874750834,41506.5102956579,35208.701125257,41828.2346797442,38513.4334965841,41495.6733604082,32986.8357042223,38897.3283909616
"P49117","Nuclear receptor subfamily 2 group C member 2;Nuclear receptor subfamily 2 group C member 1","Nr2c2;Nr2c1",9541.05457619411,10960.1235368163,10477.5603974267,11374.1132820856,10737.3486301479,9857.48147185379,10444.6961184378,10813.7525870274,12680.9764489489,11604.1721379085,14765.1602150012,12714.6059875394,12108.6570127359,13031.2281504694,14546.8334896147,11771.0466399746
"P49135","TFIIH basal transcription factor complex helicase XPB subunit","Ercc3",28785.5858311136,28341.1701251912,34513.4166915051,36665.6916700101,30008.006729618,32489.2994081758,33536.9733090131,35360.0358722013,36462.4472759311,39054.8286473757,38671.9162433075,41601.2621731195,33964.2353408751,37313.232088569,42099.7268995623,40163.2473545305
"P49138","MAP kinase-activated protein kinase 2","Mapkapk2",282576.301093258,278077.68096195,253897.735712053,264964.900001699,272572.501877757,263755.431420684,244538.990422794,259096.996439111,285773.595327774,265059.327610499,307118.073286702,265070.722805108,293398.044754527,256627.092416307,318322.612541339,249509.753471034
"P49312","Heterogeneous nuclear ribonucleoprotein A1;Heterogeneous nuclear ribonucleoprotein A1, N-terminally processed","Hnrnpa1",1178519.34260242,1172672.76505184,1438345.87569346,1954669.44007444,1239918.87354199,1197808.0697159,1534515.24273627,1921000.87890265,1919840.27758302,1884932.5862245,2466439.5514279,1981708.3557853,1934718.64625044,1814728.91989819,2387293.87820093,1808901.97410258
"P49442","Inositol polyphosphate 1-phosphatase","Inpp1",388200.169979034,401919.717259326,380129.486366211,421897.803355747,408980.747604135,407398.193771636,404013.642539346,440626.238436434,370811.119696612,362930.663458708,426930.829207952,378080.230213104,397809.61808338,369599.468585227,459204.832897065,361080.5778219
"P49443","Protein phosphatase 1A","Ppm1a",320700.376457896,335450.609346492,313628.817846315,309660.181534465,317602.13344149,325513.897362154,304167.956067761,319017.001842788,308499.211744123,319161.586638437,333067.715112456,327907.90580352,325119.583495717,326872.11843024,337632.568501005,346959.270528387
"P49586","Choline-phosphate cytidylyltransferase A","Pcyt1a",118506.424824441,123965.72372439,116823.17296565,106139.465319517,123982.850703273,119502.471018309,120413.186958167,111550.242186046,123221.509265855,114670.210797523,135719.269677135,109143.719966398,122648.363088499,119003.647590058,137684.008899906,123822.620519503
"P49615","Cyclin-dependent-like kinase 5","Cdk5",150532.829765951,139960.054130087,168551.227127064,181293.987172307,151806.698904102,152003.546178354,173248.854314719,183087.050865756,184469.313945128,178151.557715519,206774.890202655,172675.293738501,188024.63551668,182744.017507356,200018.960482201,184289.308546396
"P49717","DNA replication licensing factor MCM4","Mcm4",110172.578306964,111033.945547977,119232.686763926,184994.937325102,112289.424405166,117254.372934116,123898.701923008,166796.820984422,127964.605251119,114022.789653432,158820.421962605,132597.545650944,115934.557981162,103566.047339149,138860.709341198,110892.25179685
"P49718","DNA replication licensing factor MCM5","Mcm5",146005.936696902,148850.08794669,149628.89456044,252652.932305894,143556.236608761,158137.642379509,159928.85519979,262335.013444212,158840.097899539,148029.437116749,201949.098644715,158010.175159786,136047.403919737,121028.682035237,167011.004513648,136789.229765298
"P49722","Proteasome subunit alpha type-2","Psma2",494762.142006829,477420.58416555,448007.019913694,464837.236378522,481915.55722703,481842.356045336,454726.404180769,445366.428278953,468048.711825806,448926.932532402,483166.473224912,396082.5701221,472042.399376559,448944.000028145,496567.586225272,465978.147221672
"P49769","Presenilin-1;Presenilin-1 NTF subunit;Presenilin-1 CTF subunit;Presenilin-1 CTF12","Psen1",18226.4713953571,15819.1065507614,18750.2244381764,17839.2105802501,18914.6140529899,18712.7402436625,18459.4057415575,17591.0002864759,17034.7261202917,20220.8364438066,17132.0494618768,24108.8331009244,16527.3883174229,19676.1463731776,14718.8127848804,21195.7073455985
"P49817","Caveolin-1","Cav1",609985.205834201,602808.713300596,662233.832018407,863625.129405165,559296.399105465,602929.200951553,645343.58943927,854035.330500093,858624.106271446,1132731.44118168,633040.092988822,1187408.22301303,787076.990519553,1084839.88134584,593409.02681674,1141526.49206476
"P49817","Caveolin-1","Cav1",69577.8010624724,80849.0597138643,79032.052583473,89576.6619794642,70130.7368405898,80940.0952141208,79404.5729299048,84575.6689084989,98210.9579139959,108349.335943369,111022.571704152,86222.6060097286,84766.3129658386,113989.276582949,124901.220345357,159570.77241669
"P49935","Pro-cathepsin H;Cathepsin H mini chain;Cathepsin H;Cathepsin H heavy chain;Cathepsin H light chain","Ctsh",1525726.5869104,1651613.6738411,471566.710385732,421193.361139164,1557014.95453163,1675261.28188257,458409.398747017,406743.895548004,416485.071819054,361916.93824625,566937.516131289,386868.937318935,450986.763784613,382038.965891325,610214.722862887,387336.212002138
"P49962","Signal recognition particle 9 kDa protein","Srp9",92058.461125128,83038.0694898656,102968.468625559,121637.194084348,92562.4154339378,91383.0460766453,102709.140691993,122254.614553426,102434.375556526,102173.27897671,98473.5559287401,102086.844178237,104906.775975068,101891.668209153,94505.1370657232,104826.338026699
"P50096","Inosine-5-monophosphate dehydrogenase 1","Impdh1",198856.049756035,183353.726440695,203058.906880954,194657.36116152,198661.733954866,181731.967034562,199888.852544579,174463.466058356,213686.785214351,191347.022876009,169568.330949659,189060.843189349,211603.899978759,196752.697348896,158874.674111893,180165.386947405
"P50136","2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial","Bckdha",119509.977022881,120423.882715427,112788.193509805,99883.5978737408,119455.4885894,118442.653350047,109798.658382519,103109.143560377,96462.1990463857,100188.422048114,104532.714091751,97852.096862857,96878.7792296992,95124.0206261306,104012.27319524,105793.585092644
"P50171","Estradiol 17-beta-dehydrogenase 8","Hsd17b8",37502.3093286478,38220.7033579032,26831.6572250946,25220.0827599728,40056.7625592128,37759.4836312622,29732.5287878994,26893.3446722649,32651.4727625542,29696.185635552,40250.8212702763,28675.2297410531,33119.5339039662,30320.2884655422,40101.3476031115,30477.0302897504
