"Uniprot_ID","protein_names","gene_names","main_gene","pVal","BH_pVal","fold_change","log_fold_change"
"Q5EBJ0","Fatty acid-binding protein, heart","Fabp3","Fabp3",0.00259481429253022,0.0176422688759665,0.492823723427247,-1.02085638908374
"H3BLH0","Probable global transcription activator SNF2L2","Smarca2","Smarca2",0.00260074333176717,0.0176615800131172,0.727151746374615,-0.459671629095473
"Q544I1","Protein NDRG3","Ndrg3","Ndrg3",0.0026102475721854,0.0176631900801847,0.7766185732956,-0.364721884317463
"Q8BGS1","Band 4.1-like protein 5","Epb41l5","Epb41l5",0.00260920980666952,0.0176631900801847,0.666563499068309,-0.585185777071562
"Q9CQE1","Protein NipSnap homolog 3B","Nipsnap3b","Nipsnap3b",0.00260907050459473,0.0176631900801847,0.66679282755945,-0.584689509009442
"Q5ND51","Adapter molecule crk","Crk","Crk",0.00261855858600148,0.0176775891319439,0.914463117503049,-0.129003111100883
"Q9D6K7","Tetratricopeptide repeat protein 33","Ttc33","Ttc33",0.00261816939000463,0.0176775891319439,0.88842529062564,-0.17067763250578
"P84086","Complexin-2","Cplx2","Cplx2",0.00262717705051214,0.0176813838892192,1.40434018973718,0.489892458859776
"Q3U1S6","Cold shock domain-containing protein E1","Csde1","Csde1",0.0026306866837071,0.0176813838892192,1.12711146649572,0.172630198924976
"Q5H8C4","Vacuolar protein sorting-associated protein 13A","Vps13a","Vps13a",0.00262279832492732,0.0176813838892192,0.8748769546369,-0.192847968705625
"Q8K0Q5","Rho GTPase-activating protein 18","Arhgap18","Arhgap18",0.00263196104761515,0.0176813838892192,0.650402415821344,-0.620595478792073
"Q9DB29","Isoamyl acetate-hydrolyzing esterase 1 homolog","Iah1","Iah1",0.00263458185967379,0.0176813838892192,0.797955482436808,-0.32561983347629
"Q6PAJ1","Breakpoint cluster region protein","Bcr","Bcr",0.0026428174563335,0.0177158619171336,0.885259639206666,-0.175827447307664
"B2RQ14","Phosphatidylinositide phosphatase SAC2","Inpp5f","Inpp5f",0.00265374583092159,0.0177267741369272,0.805758083802012,-0.311581337630998
"Q7TT32","Collagen alpha-1(III) chain","Col3a1","Col3a1",0.00265219872980643,0.0177267741369272,2.35083427501146,1.23317283799288
"Q9EPK2-3","Protein XRP2","Rp2","Rp2",0.00264803707925836,0.0177267741369272,1.21756870396749,0.28400318181615
"Q8CHK3","Lysophospholipid acyltransferase 7","Mboat7","Mboat7",0.00265982741963614,0.0177466664941417,0.808046470005714,-0.307489831465994
"B7ZWC4","Cation-independent mannose-6-phosphate receptor","Igf2r","Igf2r",0.00266443695313559,0.0177550852904089,3.05163801760689,1.60958384121064
"Q14BR4","ADP-ribosylation factor 4","Arf4","Arf4",0.00267040457323394,0.0177550852904089,1.13110913359429,0.177738132598753
"Q9DBG7","Signal recognition particle receptor subunit alpha","Srpr","Srpr",0.00266963887944129,0.0177550852904089,1.16801622504837,0.224060315000671
"Q543B9","Prolyl endopeptidase","Prep","Prep",0.00267860853758615,0.0177649659556582,1.2370869069516,0.306946855062813
"Q80SW1","Putative adenosylhomocysteinase 2","Ahcyl1","Ahcyl1",0.00267814546723954,0.0177649659556582,1.17865146737244,0.237137169861305
"Q99LP6","GrpE protein homolog 1, mitochondrial;GrpE protein homolog","Grpel1","Grpel1",0.00268121119617576,0.0177649659556582,1.65777543312197,0.729248588580336
"Q544Q7","Sodium/potassium-transporting ATPase subunit beta-3","Atp1b3","Atp1b3",0.00268754645091872,0.0177863317203163,1.57530036617484,0.655626936851027
"O35245-3","Polycystin-2","Pkd2","Pkd2",0.00271213729534613,0.0179181773497619,1.527802890856,0.611458426405314
"Q9D1Q3","Integral membrane protein 2B;BRI2, membrane form;BRI2 intracellular domain;BRI2C, soluble form;Bri23 peptide","Itm2b","Itm2b",0.00271373584905453,0.0179181773497619,1.43895861173425,0.525025096939602
"A7TU71","Protein Shroom2","Shroom2","Shroom2",0.00272026919130812,0.0179199299952763,0.774419859146874,-0.368812145470425
"P47199","Quinone oxidoreductase","Cryz","Cryz",0.00271908871218932,0.0179199299952763,0.850197721835083,-0.234129701708477
"Q549D0","Tetraspanin;CD63 antigen","Cd63","Cd63",0.00273864412623655,0.0179597294341371,2.50933168197237,1.32730317792537
"P62311","U6 snRNA-associated Sm-like protein LSm3","Lsm3","Lsm3",0.00273702759906311,0.0179597294341371,0.90538133333609,-0.143402532703055
"Q99JR1","Sideroflexin-1","Sfxn1","Sfxn1",0.00273147320437688,0.0179597294341371,0.825870600301498,-0.276012341000105
"Q9CYW4","Haloacid dehalogenase-like hydrolase domain-containing protein 3","Hdhd3","Hdhd3",0.00273887444326119,0.0179597294341371,0.608172991295957,-0.717446346569601
"Q3UGP8","Putative Dol-P-Glc:Glc(2)Man(9)GlcNAc(2)-PP-Dol alpha-1,2-glucosyltransferase","Alg10b","Alg10b",0.00274324230769059,0.0179677657678978,1.23151720850524,0.300436787359172
"Q5SSZ5","Tensin-3","Tns3","Tns3",0.0027480000790343,0.0179783346131787,0.665510154303018,-0.587467416051703
"A3KMP2","Tetratricopeptide repeat protein 38","Ttc38","Ttc38",0.00275574718760679,0.0179878566423923,0.733373023548319,-0.44738089607101
"G3X9T8","","Cp","Cp",0.00275301384965016,0.0179878566423923,0.88364493264561,-0.178461314427719
"A2AQ43","Formin-binding protein 1","Fnbp1","Fnbp1",0.00276190156997334,0.0180074722658011,0.808022795491151,-0.307532100823485
"Q3T9Z2","Glyoxylate reductase/hydroxypyruvate reductase","Grhpr","Grhpr",0.00278116941302325,0.0180531205215254,0.777533682109768,-0.363022921946104
"Q3TVW6","LIM and cysteine-rich domains protein 1","Lmcd1","Lmcd1",0.00277554035707959,0.0180531205215254,1.9104804186048,0.933935470924147
"Q8BVF2","Phosducin-like protein 3","Pdcl3","Pdcl3",0.00277928877500061,0.0180531205215254,1.17222237888265,0.229246285184981
"Q9ERG0","LIM domain and actin-binding protein 1","Lima1","Lima1",0.00278153186069672,0.0180531205215254,0.847260330042587,-0.239122773316351
"A1L0U6","Nck-associated protein 1","Nckap1","Nckap1",0.00280118054352539,0.018087709715919,0.903754126452915,-0.145997765604171
"F8VQ28","Paxillin","Pxn","Pxn",0.00279759654454698,0.018087709715919,0.913448769796226,-0.130604276416071
"Q4FJN9","Farnesyl pyrophosphate synthase","Fdps","Fdps",0.00280847033392261,0.018087709715919,1.51724440678592,0.601453502234033
"Q4GX45","Peroxisomal N(1)-acetyl-spermine/spermidine oxidase","Paox","Paox",0.0028090042370997,0.018087709715919,0.741470660464163,-0.43153848762929
"Q7M739","","Tpr","Tpr",0.00279530904558681,0.018087709715919,0.85891553860775,-0.219411823852731
"Q8BUR4","Dedicator of cytokinesis protein 1","Dock1","Dock1",0.00280383889092382,0.018087709715919,0.870526788346859,-0.200039400893214
"Q9WVA4","Transgelin-2","Tagln2","Tagln2",0.00279094457971939,0.018087709715919,1.34891945614998,0.431804207676781
"Q9D2P4","Ubiquitin-related modifier 1","Urm1","Urm1",0.00282339471632159,0.0181599223711213,0.909873250962202,-0.136262508855437
"Q9CPV4","Glyoxalase domain-containing protein 4","Glod4","Glod4",0.00282902996486202,0.0181757228529,0.821576021013076,-0.283534019938121
"Q91YJ3","Thymocyte nuclear protein 1","Thyn1","Thyn1",0.00283609777276484,0.0182006813295952,0.753380525375364,-0.408549354285249
"Q547R0","Fragile X mental retardation protein 1 homolog","Fmr1","Fmr1",0.00284919637724467,0.0182218916658249,1.33165681546519,0.413222329842293
"Q3TWG9","Serpin H1","Serpinh1","Serpinh1",0.00285214988473475,0.0182218916658249,1.24651722552186,0.317902819454568
"Q9CXW2","28S ribosomal protein S22, mitochondrial","Mrps22","Mrps22",0.00284770684070563,0.0182218916658249,1.39997392085739,0.485399952455848
"Q9QZQ8","Core histone macro-H2A.1","H2afy","H2afy",0.00285031096360792,0.0182218916658249,0.821241303037075,-0.284121907542768
"Q99JP6-2","Homer protein homolog 3","Homer3","Homer3",0.00288117824350939,0.0183868049066816,0.880838253011739,-0.183050971316622
"Q3UGB5","DAZ-associated protein 1","Dazap1","Dazap1",0.00290460363348553,0.0185156338642924,0.859894010778665,-0.217769248499784
"P97770-2","THUMP domain-containing protein 3","Thumpd3","Thumpd3",0.00291174214579947,0.0185316148218387,0.796864445552169,-0.327593766358398
"Q8BKE6","Cytochrome P450 20A1","Cyp20a1","Cyp20a1",0.00291359246674239,0.0185316148218387,1.3207792509226,0.401389361201029
"Q9CZP7-2","Hsp90 co-chaperone Cdc37-like 1","Cdc37l1","Cdc37l1",0.00293834440261928,0.0186682814379745,0.860244785583813,-0.217180852865732
"Q497K3","Small nuclear ribonucleoprotein F","Snrpf","Snrpf",0.002945486217762,0.0186928858969624,0.857436484152558,-0.221898289365177
"A2AKH4","Synaptosomal-associated protein;Synaptosomal-associated protein 23","Snap23","Snap23",0.00298849159381441,0.0187014597987991,0.820904505191116,-0.284713690058701
"O09012-2","Peroxisomal targeting signal 1 receptor","Pex5","Pex5",0.00296602529572033,0.0187014597987991,0.874186699099285,-0.193986667449532
"O54774","AP-3 complex subunit delta-1","Ap3d1","Ap3d1",0.00295245557748738,0.0187014597987991,1.09621840602508,0.132535263534076
"P37889","Fibulin-2","Fbln2","Fbln2",0.00297228847848633,0.0187014597987991,1.4642255436789,0.550137797942172
"Q9Z0P8","Transcriptional enhancer factor TEF-5","TEF-5;Tead3","TEF-5",0.00297904439327217,0.0187014597987991,0.871239799700251,-0.198858234589813
"Q0VF62","Breast carcinoma-amplified sequence 3 homolog","Bcas3","Bcas3",0.00298935541379894,0.0187014597987991,0.881097442911312,-0.182626515434009
"Q542S9","Beta-2-syntrophin","Sntb2","Sntb2",0.00297495975708166,0.0187014597987991,1.09538113928041,0.131432944780825
"Q544S6","24-hydroxycholesterol 7-alpha-hydroxylase","Cyp39a1","Cyp39a1",0.00298670014769904,0.0187014597987991,0.749421255849822,-0.416151197452205
"Q8C5W3","Tubulin-specific chaperone cofactor E-like protein","Tbcel","Tbcel",0.00296071094980869,0.0187014597987991,0.904779293793768,-0.144362181787379
"Q8K010","5-oxoprolinase","Oplah","Oplah",0.00298809270386529,0.0187014597987991,0.650126971408345,-0.621206587312215
"Q8R164","Valacyclovir hydrolase","Bphl","Bphl",0.00298241103181794,0.0187014597987991,0.782668532655244,-0.353526652687257
"Q8R4N0","Citrate lyase subunit beta-like protein, mitochondrial","Clybl","Clybl",0.00296000673797612,0.0187014597987991,1.77016520070556,0.823884006137111
"Q9QYE6","Golgin subfamily A member 5","Golga5","Golga5",0.00297891188005058,0.0187014597987991,1.11871307665436,0.161840066728436
"Q91XH5","Sepiapterin reductase","Spr","Spr",0.00299612972479323,0.018723354935921,0.765424225228138,-0.385668532705849
"P50543","Protein S100-A11","S100a11","S100a11",0.00300756544077683,0.0187743004261593,1.19663751463554,0.258986197363642
"A2ADR8","Nuclear inhibitor of protein phosphatase 1","Ppp1r8","Ppp1r8",0.00301573758688491,0.018804784647555,0.912500974161977,-0.132101995823342
"E9PUN5","Tyrosine-protein kinase transmembrane receptor;Tyrosine-protein kinase transmembrane receptor ROR2","Ror2","Ror2",0.00305477520550128,0.018961842901008,2.09204640794902,1.06491485530153
"Q6W4W7","Protein diaphanous homolog 2","Diap2;Diaph2","Diap2",0.00305547075933285,0.018961842901008,0.831379485145824,-0.266420945967102
"Q61553","Fascin","Fscn1","Fscn1",0.00305750597319506,0.018961842901008,0.662488296463704,-0.594033126788943
"Q8BKC5","Importin-5","Ipo5","Ipo5",0.00305455183287806,0.018961842901008,1.39902985142601,0.484426745951416
"Q8R5L1","Complement component 1 Q subcomponent-binding protein, mitochondrial","C1qbp","C1qbp",0.00304620754831607,0.018961842901008,1.38488726828882,0.46976854371133
"Q8VD31","Tapasin-related protein","Tapbpl","Tapbpl",0.00306416104849475,0.0189825274921918,0.854071655756935,-0.227570979294021
"A2A8L5","Receptor-type tyrosine-protein phosphatase F","Ptprf","Ptprf",0.00309370926734637,0.01898511914743,0.842826157015921,-0.246693006157425
"P11087","Collagen alpha-1(I) chain","Col1a1","Col1a1",0.00308815690508364,0.01898511914743,3.50957128972894,1.81129480945955
"Q3U711","Perilipin;Perilipin-2","Plin2","Plin2",0.00307669659551968,0.01898511914743,3.69413510017646,1.88523662885162
"Q923G3","F-actin-capping protein subunit beta","Capzb","Capzb",0.00308421340266546,0.01898511914743,0.866062181235465,-0.207457484092946
"Q14BZ3","Latexin","Lxn","Lxn",0.00309230383140416,0.01898511914743,0.379187282632203,-1.39901751564887
"Q8C3X4","Translation factor Guf1, mitochondrial","Guf1","Guf1",0.0030925453578522,0.01898511914743,1.29584192967941,0.373889745092926
"Q9CYZ2","Tumor protein D54","Tpd52l2","Tpd52l2",0.00309597004165227,0.01898511914743,0.868256146461939,-0.203807376278242
"Q9D8L5","Coiled-coil domain-containing protein 91","Ccdc91","Ccdc91",0.00309328714654616,0.01898511914743,0.718811417457094,-0.476314770377419
"Q9ES74","Serine/threonine-protein kinase Nek7","Nek7","Nek7",0.00308823185386891,0.01898511914743,0.772686678574624,-0.37204456935542
"Q9QYC0","Alpha-adducin","Add1","Add1",0.00309778177064571,0.01898511914743,0.553713893878147,-0.852787372228702
"Q99PB4","","Maged2","Maged2",0.00310673305460709,0.0190195927261706,1.29001806062012,0.36739126393123
"G5E881","Phosphatidate cytidylyltransferase, mitochondrial","Tamm41","Tamm41",0.00311306469743435,0.0190379721282669,0.849936835224962,-0.234572466453241
"B7ZNH7","","Col14a1","Col14a1",0.0031362154494921,0.0190391090590637,0.352806883863831,-1.5030493842773
"O08736","Caspase-12;Caspase","Casp12","Casp12",0.0031500432598948,0.0190391090590637,0.878950529887666,-0.186146126667911
"P22725-2","Protein Wnt-5a","Wnt5a","Wnt5a",0.00315320676441646,0.0190391090590637,1.67292280796078,0.74237087804726
"Q3TLQ4","28S ribosomal protein S6, mitochondrial","Mrps6","Mrps6",0.00312631823609523,0.0190391090590637,1.21960870000408,0.286418346873859
"Q3UF95","Large proline-rich protein BAG6","Bag6","Bag6",0.0031167266218145,0.0190391090590637,1.09197422120128,0.126938798213753
"Q571E4","N-acetylgalactosamine-6-sulfatase","Galns","Galns",0.00313360888292283,0.0190391090590637,0.675021288674418,-0.566995092604348
"Q8K2F8","Protein LSM14 homolog A","Lsm14a","Lsm14a",0.00314540981682817,0.0190391090590637,0.836004100907834,-0.25841807561364
"Q91YM0","Receptor protein-tyrosine kinase;Ephrin type-B receptor 4","Ephb4","Ephb4",0.00313967906316798,0.0190391090590637,1.45367612043398,0.539705872082361
"Q920L1","Fatty acid desaturase 1","Fads1","Fads1",0.00315046381180523,0.0190391090590637,0.807718411193192,-0.308075670202751
"Q99KI3","ER membrane protein complex subunit 3","Emc3","Emc3",0.00313617634366019,0.0190391090590637,1.122271719357,0.16642201704243
"Q9CQT5","Proteasome maturation protein","Pomp","Pomp",0.0031425779165699,0.0190391090590637,0.828298332517513,-0.271777610587848
"Q9ER41","Torsin-1B","Tor1b","Tor1b",0.00312005468658445,0.0190391090590637,1.12733755659022,0.172919563692927
"A2A7A7","GDH/6PGL endoplasmic bifunctional protein;Glucose 1-dehydrogenase;6-phosphogluconolactonase","H6pd","H6pd",0.00317332138042793,0.0190799701927307,0.785563434682786,-0.348200316239748
"B2RR26","NHL repeat-containing protein 2","Nhlrc2","Nhlrc2",0.0031731884356392,0.0190799701927307,0.880482695400749,-0.18363344461265
"D3Z7P3","Glutaminase kidney isoform, mitochondrial","Gls","Gls",0.00317320919063196,0.0190799701927307,1.24270094534994,0.313479155143587
"Q78ZM0","Sorting nexin-3","Snx3","Snx3",0.003164365864168,0.0190799701927307,1.15577484884977,0.208860380464361
"H3BL41","Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 1","Asap1","Asap1",0.00317860055109147,0.0190916365032994,1.18459092902749,0.244388943890184
"Q6A028","Switch-associated protein 70","Swap70","Swap70",0.00319013278052803,0.0191407966831682,1.27904473012273,0.355066718322631
"Q3U3F6","RNA-binding protein Raly","Raly","Raly",0.0032101332343926,0.0192387646273903,0.826032727325389,-0.27572915269217
"Q9JMG1","Endothelial differentiation-related factor 1","Edf1","Edf1",0.00321318996487543,0.0192387646273903,0.854975566694316,-0.226044903324638
"Q3TZZ7","Extended synaptotagmin-2","Esyt2","Esyt2",0.00321822296262388,0.0192487436195433,1.24082433302194,0.311298883544887
"Q3TQI7","Uncharacterized protein C9orf78 homolog","",NA,0.00322255152012176,0.019254492781668,0.863101253039351,-0.212398278601292
"A0A0R4J1G5","Erlin-1","Erlin1","Erlin1",0.00324930614222282,0.0193940840513884,1.29230445662368,0.369945997521459
"Q497Z4","Rhophilin-2","Rhpn2","Rhpn2",0.00325657189719873,0.0194171825945593,0.661726065185069,-0.595693986901921
"Q80UI9","Wolframin","Wfs1","Wfs1",0.0032683822839694,0.0194203567787507,1.42945676978625,0.515466990057806
"Q69ZW3","EH domain-binding protein 1","Ehbp1","Ehbp1",0.00326068714470761,0.0194203567787507,0.783962958035646,-0.351142605751948
"Q8R0I8","","Cfhr2","Cfhr2",0.00327093008369746,0.0194203567787507,0.634719827856394,-0.655808183567622
"Q8VDQ1","Prostaglandin reductase 2","Ptgr2","Ptgr2",0.00327408603265401,0.0194203567787507,0.783304206690716,-0.352355388582938
"Q99JZ4","","Sar1a","Sar1a",0.00327072591029077,0.0194203567787507,1.20986447979505,0.274845456361643
"Q9JKX6","ADP-sugar pyrophosphatase","Nudt5","Nudt5",0.00328836501063472,0.0194646699076701,0.814828444706976,-0.295431750909767
"Q9WTP6-2","Adenylate kinase 2, mitochondrial;Adenylate kinase 2, mitochondrial, N-terminally processed","Ak2","Ak2",0.00328750775401367,0.0194646699076701,0.892424100025923,-0.164198620616817
"B1AWB9","Collagen alpha-1(V) chain","Col5a1","Col5a1",0.0033160956268352,0.0195736765004897,2.29218743373219,1.19672501907729
"Q8BXA5","Cleft lip and palate transmembrane protein 1-like protein","Clptm1l","Clptm1l",0.00331644705215847,0.0195736765004897,1.22337549487991,0.290867283224177
"Q9CX00","IST1 homolog","Ist1","Ist1",0.00331705010999904,0.0195736765004897,0.890080680075639,-0.167991981876241
"F8VQ95","Transforming acidic coiled-coil-containing protein 1","Tacc1","Tacc1",0.00332513384338396,0.0195956040378412,0.888762393050445,-0.170130322835747
"Q5NCU4","SPARC","Sparc","Sparc",0.00332762006308916,0.0195956040378412,1.46585482150622,0.551742225801481
"Q9WUD1","STIP1 homology and U box-containing protein 1","Stub1","Stub1",0.00333294026000415,0.0196067411591602,1.22857294190504,0.296983514843511
"A0A0R4J268","Oncostatin-M-specific receptor subunit beta","Osmr","Osmr",0.00338733659899227,0.0198971303573739,1.18126952391037,0.240338174257216
"Q6ZQA6","Immunoglobulin superfamily member 3","Igsf3","Igsf3",0.00338926284856281,0.0198971303573739,1.50205211489313,0.58693486917279
"Q6ZWM4","U6 snRNA-associated Sm-like protein LSm8","Lsm8","Lsm8",0.00339718397895868,0.01992317742737,0.881998587310966,-0.181151749854108
"Q8QZY6","Tetraspanin-14","Tspan14","Tspan14",0.00341001254199764,0.0199574736081295,0.712726566404722,-0.488579394028191
"Q9QXV1","Chromobox protein homolog 8","Cbx8","Cbx8",0.00340674971745456,0.0199574736081295,0.765970804713108,-0.384638690593938
"Q3TG75","Ornithine aminotransferase, mitochondrial","Oat","Oat",0.0034246274093731,0.0199978705522916,0.839825741520554,-0.25183808595366
"Q3TDX7","Extracellular matrix protein 1","Ecm1","Ecm1",0.00342740698517764,0.0199978705522916,1.14004291624158,0.189088134814144
"Q9WTS9","RNA-binding motif, single-stranded-interacting protein 2","Rbms2","Rbms2",0.00342080693301443,0.0199978705522916,1.30832112620735,0.387716692460988
"G5E924","","Hnrnpl","Hnrnpl",0.00344609985042871,0.0200455736976107,0.838248011032425,-0.25455094004404
"Q544B1","Aldehyde dehydrogenase, mitochondrial","Aldh2","Aldh2",0.00344221411683,0.0200455736976107,1.10084124966172,0.138606435442824
"Q62266","Cornifin-A","Sprr1a","Sprr1a",0.00344559407864347,0.0200455736976107,0.227169391347895,-2.1381596347166
"Q8C1L7","40S ribosomal protein S21","mCG_6739;Rps21","mCG_6739",0.00346509615522622,0.0201355892434792,0.930096754937919,-0.104547291990962
"Q91V47","Ubiquitin-like protein 4A","DXS254E;Ubl4;Ubl4a;Tu11","DXS254E",0.00348782203715905,0.0202265379396303,1.14138093112678,0.190780365447279
"Q9DCG2","CD302 antigen","Cd302","Cd302",0.00348662618134391,0.0202265379396303,1.39880970897662,0.484199714762663
"Q8R2L7","","Ahnak","Ahnak",0.0034926604655894,0.0202340755240529,0.754172718603758,-0.407033131423085
"A2AQJ8","Neutral alpha-glucosidase C","Ganc","Ganc",0.00351063908547934,0.0202971024173618,0.732025815890608,-0.450033566869015
"Q61001","Laminin subunit alpha-5","Lama5","Lama5",0.00350951920799593,0.0202971024173618,0.503772319778382,-0.989156240809545
"E9Q4Q2","","Sf1","Sf1",0.00352514173367984,0.0203193149528038,0.847361861548036,-0.238949898205535
"Q3TPX5","Ras-related protein M-Ras","Mras","Mras",0.00351816389991229,0.0203193149528038,0.560552848564431,-0.835077699077759
"Q9JKN1","Zinc transporter 7","Slc30a7","Slc30a7",0.00352252805947605,0.0203193149528038,1.2898353677505,0.367186934418128
"P23242","Gap junction alpha-1 protein;Gap junction protein","Gja1","Gja1",0.00353695389290845,0.0203463806435116,0.780727496341087,-0.357109014227822
"Q3U647","Bifunctional 3-phosphoadenosine 5-phosphosulfate synthase 1;Sulfate adenylyltransferase;Adenylyl-sulfate kinase","Papss1","Papss1",0.00353351912947699,0.0203463806435116,0.782122480230805,-0.354533543895468
"Q8BHL5-2","Engulfment and cell motility protein 2","Elmo2","Elmo2",0.00354358431634019,0.0203640352973198,0.775312841253743,-0.367149534880312
"Q8CHD5","F-box/WD repeat-containing protein 11;F-box/WD repeat-containing protein 1A","Fbxw11;Btrc","Fbxw11",0.00354827730030644,0.0203705317300725,1.17096336068615,0.227695934777334
"Q99M51","Cytoplasmic protein NCK1","Nck1","Nck1",0.00356760759218298,0.0204518432528648,0.908870041500935,-0.137854075370103
"Q9CXI0","2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial","Coq5","Coq5",0.00356959418789071,0.0204518432528648,1.10252147623023,0.140806758593748
"Q9Z0W3","Nuclear pore complex protein Nup160","Nup160","Nup160",0.00357924994792952,0.0204866378401011,0.897022806697314,-0.156783428928075
"Q3UU11","Peptidyl-prolyl cis-trans isomerase FKBP7;Peptidyl-prolyl cis-trans isomerase","Fkbp7","Fkbp7",0.00359140455659575,0.020494661930753,1.42444178123957,0.510396658072181
"Q6P549","Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2","Inppl1","Inppl1",0.0035844452923008,0.020494661930753,0.89252968278973,-0.164027945351843
"Q8CGA1","Interleukin-1 receptor antagonist protein","Il1rn","Il1rn",0.00359135081990958,0.020494661930753,2.1723128242142,1.11923187360519
"Q9JI10","Serine/threonine-protein kinase 3;Serine/threonine-protein kinase 3 36kDa subunit;Serine/threonine-protein kinase 3 20kDa subunit","Stk3","Stk3",0.00359501026531665,0.0204947843440485,1.30507310282776,0.384130620690365
"Q8K0X1","Vascular cell adhesion protein 1","Vcam1","Vcam1",0.00360785534072523,0.0205275726306671,0.83614754893832,-0.258170548108901
"Q91VM5","RNA binding motif protein, X-linked-like-1","Rbmxl1","Rbmxl1",0.00360794167433026,0.0205275726306671,0.766358744516241,-0.383908196500963
"E9PXX7","Thioredoxin domain-containing protein 5","Txndc5","Txndc5",0.00362184857659246,0.0205847378233952,0.917817101539305,-0.123721406380707
"E9QMC1","Cingulin","Cgn","Cgn",0.00362596645813608,0.0205847378233952,0.522068819282551,-0.937688099024273
"Q62392","Pleckstrin homology-like domain family A member 1","Phlda1","Phlda1",0.00362878903917146,0.0205847378233952,0.693312927621809,-0.528421433391397
"Q9QXB9","Developmentally-regulated GTP-binding protein 2","Drg2","Drg2",0.00363660637168757,0.0206086374958469,1.14411049371946,0.194226388692641
"Q5SQ20","Pescadillo homolog","Pes1","Pes1",0.00364512164938838,0.0206364411794087,1.28571711753308,0.362573256954158
"Q91X76","","Nt5dc2","Nt5dc2",0.00365844016290338,0.0206720407460778,1.52769087623905,0.611352647801415
"Q9ER38","Torsin-3A","Tor3a","Tor3a",0.00365864029993542,0.0206720407460778,1.7198122976126,0.78225111604336
"O35405","Phospholipase D3","Pld3","Pld3",0.00368607392124967,0.0207763514099676,0.795579577973412,-0.329921851313273
"Q61468","Mesothelin;Megakaryocyte-potentiating factor;Mesothelin, cleaved form","Msln","Msln",0.00368303675996072,0.0207763514099676,0.602642490394146,-0.730625698556692
"Q8BK72","28S ribosomal protein S27, mitochondrial","Mrps27","Mrps27",0.00368800221775395,0.0207763514099676,1.31806132710926,0.398417498007609
"B7ZN44","Stromal interaction molecule 2","Stim2","Stim2",0.00370448330301602,0.0208146476650318,1.30834789567714,0.387746211044338
"O08715","A-kinase anchor protein 1, mitochondrial","Akap1","Akap1",0.00370456898452916,0.0208146476650318,1.08172204071475,0.113329831882093
"Q564E7","Nucleolysin TIA-1","Tia1","Tia1",0.00370572076302944,0.0208146476650318,0.803958419734155,-0.31480720690924
"Q9CZC8","Secernin-1","Scrn1","Scrn1",0.00371288367567837,0.0208344149730411,0.211152580254452,-2.24364221811255
"O88569","Heterogeneous nuclear ribonucleoproteins A2/B1","Hnrnpa2b1","Hnrnpa2b1",0.00372073547028372,0.0208580053128258,0.80464032189636,-0.313584059207762
"F6TLV3","Fibronectin type-III domain-containing protein 3A","Fndc3a","Fndc3a",0.00375516387862804,0.0208871858540809,1.19384313204491,0.255613282592099
"P09411","Phosphoglycerate kinase 1;Phosphoglycerate kinase","Pgk1","Pgk1",0.00375060604439879,0.0208871858540809,1.87933831982716,0.910224805129911
"Q8BU20","NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial","Ndufb5","Ndufb5",0.00373664778897537,0.0208871858540809,1.09343383145492,0.128865919132981
"Q8R5H6","Wiskott-Aldrich syndrome protein family member 1","Wasf1","Wasf1",0.00375475707558255,0.0208871858540809,0.821190640499701,-0.284210910428689
"Q8VCH6","Delta(24)-sterol reductase","Dhcr24","Dhcr24",0.00373802946718667,0.0208871858540809,1.60178352461908,0.679679185785805
"Q8VDV8","MIT domain-containing protein 1","Mitd1","Mitd1",0.00375307484108533,0.0208871858540809,1.20431184821733,0.268209016368494
"Q91X84","CREB-regulated transcription coactivator 3","Crtc3","Crtc3",0.00373939890285066,0.0208871858540809,0.723189446429233,-0.467554470363386
"Q9QUM9","Proteasome subunit alpha type-6","Psma6","Psma6",0.00374550722046443,0.0208871858540809,0.844771929710414,-0.243366197620439
"Q60692","Proteasome subunit beta type-6","Psmb6","Psmb6",0.00378043790784903,0.0210073313479891,0.891865891907708,-0.165101303604276
"B2RQS1","","Strn3","Strn3",0.00380335206541773,0.0210528239206763,1.08575948152606,0.118704551355839
"H3BKH6","S-formylglutathione hydrolase","Esd","Esd",0.00379895634154787,0.0210528239206763,1.49051126378006,0.575807277803578
"Q80Y25","Calpain-1 catalytic subunit","Capn1","Capn1",0.00380067293046737,0.0210528239206763,0.869795165375458,-0.201252405064727
"Q64449","C-type mannose receptor 2","Mrc2","Mrc2",0.00379847917281186,0.0210528239206763,1.73640879779469,0.796106637368613
"G5E8R3","Pyruvate carboxylase;Pyruvate carboxylase, mitochondrial","Pcx;Pc","Pcx",0.0038215776986834,0.0211332507553884,0.705490617526167,-0.503301198653737
"Q7TMK6","Protein Hook homolog 2","Hook2","Hook2",0.00383099772508731,0.0211648743884534,0.694449703281225,-0.526057886576203
"Q8BG60-2","Thioredoxin-interacting protein","Txnip","Txnip",0.00383852508987655,0.0211859907952839,1.28516653349379,0.361955317768219
